experiment_id,pair_id,source_id,target_id,scale_1d_present,scale_1d_relation_id,scale_1d_id02_status,scale_1d_estimability,scale_1d_strength,scale_1d_absolute_strength,scale_1d_sign,scale_1d_persistence,scale_1d_estimable_block_fraction,scale_1d_sign_preservation_fraction,scale_1d_bootstrap_ci_lower,scale_1d_bootstrap_ci_upper,scale_1d_bootstrap_ci_width,scale_1d_leave_one_block_out_robust,scale_1d_missingness_stress_robust,scale_1d_supported,scale_3d_present,scale_3d_relation_id,scale_3d_id02_status,scale_3d_estimability,scale_3d_strength,scale_3d_absolute_strength,scale_3d_sign,scale_3d_persistence,scale_3d_estimable_block_fraction,scale_3d_sign_preservation_fraction,scale_3d_bootstrap_ci_lower,scale_3d_bootstrap_ci_upper,scale_3d_bootstrap_ci_width,scale_3d_leave_one_block_out_robust,scale_3d_missingness_stress_robust,scale_3d_supported,scale_7d_present,scale_7d_relation_id,scale_7d_id02_status,scale_7d_estimability,scale_7d_strength,scale_7d_absolute_strength,scale_7d_sign,scale_7d_persistence,scale_7d_estimable_block_fraction,scale_7d_sign_preservation_fraction,scale_7d_bootstrap_ci_lower,scale_7d_bootstrap_ci_upper,scale_7d_bootstrap_ci_width,scale_7d_leave_one_block_out_robust,scale_7d_missingness_stress_robust,scale_7d_supported,scale_30d_present,scale_30d_relation_id,scale_30d_id02_status,scale_30d_estimability,scale_30d_strength,scale_30d_absolute_strength,scale_30d_sign,scale_30d_persistence,scale_30d_estimable_block_fraction,scale_30d_sign_preservation_fraction,scale_30d_bootstrap_ci_lower,scale_30d_bootstrap_ci_upper,scale_30d_bootstrap_ci_width,scale_30d_leave_one_block_out_robust,scale_30d_missingness_stress_robust,scale_30d_supported,present_scale_count,estimable_scale_count,supported_scale_count,supported_windows,estimable_windows,dominant_sign,sign_consistent,opposite_sign_detected,strong_scale_contradiction,scale_inconsistent,multiscale_class,minimum_supported_strength,maximum_supported_strength,supported_strength_range,mean_supported_strength,supported_strength_standard_deviation,minimum_supported_persistence,maximum_supported_persistence,mean_supported_persistence,median_supported_bootstrap_ci_width,representative_minimum_scale_count_met,dependency_statuses,definitionally_constrained_flag,id02_status_modified
CGIE3_ID_03,log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,True,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,eligible,estimable,-0.4366162893,0.4366162893,-1,0.8333333333,1,1,-0.5248825507,-0.3489120081,0.1759705426,True,True,True,True,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,eligible,estimable,-0.6192985896,0.6192985896,-1,0.8333333333,1,0.9166666667,-0.6726648731,-0.5458311902,0.1268336829,True,True,True,True,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,candidate,estimable,-0.6690150291,0.6690150291,-1,0.6666666667,1,0.8333333333,-0.7170590324,-0.6193591784,0.09769985396,True,True,True,True,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,candidate,estimable,-0.3744843013,0.3744843013,-1,0.5833333333,1,0.75,-0.4758284986,-0.2765592463,0.1992692523,True,True,True,4,4,4,1d|3d|7d|30d,1d|3d|7d|30d,-1,True,False,False,False,multi_scale_4,-0.6690150291,-0.3744843013,0.2945307278,-0.5248535523,0.1415381252,0.5833333333,0.8333333333,0.7291666667,0.1514021127,True,independent_source,False,False
CGIE3_ID_03,log10_cumulative_energy_joule--spatial_dispersion_km,log10_cumulative_energy_joule,spatial_dispersion_km,True,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,rejected,estimable,-0.1698503062,0.1698503062,-1,0.3333333333,1,0.75,-0.2733583158,-0.06780467612,0.2055536397,True,True,False,True,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,rejected,estimable,-0.1375761816,0.1375761816,-1,0.4166666667,1,0.9166666667,-0.2219375983,-0.03767287156,0.1842647267,True,True,False,True,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,rejected,estimable,-0.1414743203,0.1414743203,-1,0.5,1,0.8333333333,-0.2453724353,-0.0461919628,0.1991804725,True,True,False,True,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,rejected,estimable,0.01126630962,0.01126630962,1,0.4166666667,1,0.5,-0.1464264147,0.1407968836,0.2872232983,True,True,False,4,4,0,,1d|3d|7d|30d,,False,False,False,False,scale_inconsistent,,,,,,,,,,False,independent_source,False,False
CGIE3_ID_03,log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,False,,,,,,,,,,,,,,,False,True,spearman::log10_cumulative_energy_joule--temporal_burstiness,eligible,estimable,0.6035365782,0.6035365782,1,0.9166666667,1,0.9166666667,0.5318170967,0.6675442514,0.1357271547,True,True,True,True,spearman::log10_cumulative_energy_joule--temporal_burstiness,eligible,estimable,0.6071523526,0.6071523526,1,0.8333333333,1,0.9166666667,0.5308366605,0.6725845186,0.1417478581,True,True,True,True,spearman::log10_cumulative_energy_joule--temporal_burstiness,candidate,estimable,0.4489356734,0.4489356734,1,0.6666666667,1,0.75,0.3675703384,0.52779116,0.1602208216,True,True,True,3,3,3,3d|7d|30d,3d|7d|30d,1,True,False,False,False,multi_scale_3,0.4489356734,0.6071523526,0.1582166792,0.5532082014,0.09032075358,0.6666666667,0.9166666667,0.8055555556,0.1417478581,True,independent_source,False,False
CGIE3_ID_03,maximum_magnitude--median_depth_km,maximum_magnitude,median_depth_km,True,spearman::maximum_magnitude--median_depth_km,rejected,estimable,-0.0726415037,0.0726415037,-1,0.3333333333,1,0.6666666667,-0.1565347278,0.004429273667,0.1609640015,True,True,False,True,spearman::maximum_magnitude--median_depth_km,rejected,estimable,-0.0456695123,0.0456695123,-1,0.3333333333,1,0.6666666667,-0.1351189688,0.05394994153,0.1890689103,True,True,False,True,spearman::maximum_magnitude--median_depth_km,rejected,estimable,-0.07801694009,0.07801694009,-1,0.6666666667,1,0.75,-0.1782351394,0.01881229414,0.1970474335,True,True,False,True,spearman::maximum_magnitude--median_depth_km,rejected,estimable,0.01251189597,0.01251189597,1,0.75,1,0.75,-0.09595809263,0.1225824922,0.2185405848,True,True,False,4,4,0,,1d|3d|7d|30d,,False,False,False,False,scale_inconsistent,,,,,,,,,,False,independent_source,False,False
CGIE3_ID_03,maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,True,spearman::maximum_magnitude--median_interevent_time_hours,eligible,estimable,-0.4042337978,0.4042337978,-1,0.8333333333,1,1,-0.4948797703,-0.2999618044,0.1949179659,True,True,True,True,spearman::maximum_magnitude--median_interevent_time_hours,eligible,estimable,-0.5691115683,0.5691115683,-1,0.8333333333,1,0.9166666667,-0.6335570548,-0.5013057371,0.1322513178,True,True,True,True,spearman::maximum_magnitude--median_interevent_time_hours,candidate,estimable,-0.6068095001,0.6068095001,-1,0.6666666667,1,0.8333333333,-0.6587166931,-0.5494182226,0.1092984706,True,True,True,True,spearman::maximum_magnitude--median_interevent_time_hours,candidate,estimable,-0.2956620938,0.2956620938,-1,0.75,1,0.8333333333,-0.3986317505,-0.1793591234,0.2192726271,True,True,True,4,4,4,1d|3d|7d|30d,1d|3d|7d|30d,-1,True,False,False,False,multi_scale_4,-0.6068095001,-0.2956620938,0.3111474063,-0.46895424,0.1452061371,0.6666666667,0.8333333333,0.7708333333,0.1635846418,True,independent_source,False,False
CGIE3_ID_03,maximum_magnitude--spatial_dispersion_km,maximum_magnitude,spatial_dispersion_km,True,spearman::maximum_magnitude--spatial_dispersion_km,rejected,estimable,-0.1686511803,0.1686511803,-1,0.3333333333,1,0.75,-0.2756085004,-0.0710765117,0.2045319887,True,True,False,True,spearman::maximum_magnitude--spatial_dispersion_km,rejected,estimable,-0.1358517721,0.1358517721,-1,0.3333333333,1,0.9166666667,-0.2326753749,-0.04706898992,0.185606385,True,True,False,True,spearman::maximum_magnitude--spatial_dispersion_km,rejected,estimable,-0.1274175176,0.1274175176,-1,0.5,1,0.8333333333,-0.2288306883,-0.02497931913,0.2038513692,True,True,False,True,spearman::maximum_magnitude--spatial_dispersion_km,rejected,estimable,0.05434841402,0.05434841402,1,0.3333333333,1,0.4166666667,-0.05629454461,0.1629942199,0.2192887645,True,True,False,4,4,0,,1d|3d|7d|30d,,False,False,False,False,scale_inconsistent,,,,,,,,,,False,independent_source,False,False
CGIE3_ID_03,maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,False,,,,,,,,,,,,,,,False,True,spearman::maximum_magnitude--temporal_burstiness,eligible,estimable,0.5554651543,0.5554651543,1,0.9166666667,1,0.9166666667,0.4728561023,0.6362392012,0.163383099,True,True,True,True,spearman::maximum_magnitude--temporal_burstiness,eligible,estimable,0.55085097,0.55085097,1,0.8333333333,1,0.9166666667,0.4714423601,0.6173870883,0.1459447282,True,True,True,True,spearman::maximum_magnitude--temporal_burstiness,eligible,estimable,0.3919860475,0.3919860475,1,0.8333333333,1,0.9166666667,0.2922270862,0.4947791797,0.2025520935,True,True,True,3,3,3,3d|7d|30d,3d|7d|30d,1,True,False,False,False,multi_scale_3,0.3919860475,0.5554651543,0.1634791068,0.4994340573,0.09308130197,0.8333333333,0.9166666667,0.8611111111,0.163383099,True,independent_source,False,False
CGIE3_ID_03,median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,True,spearman::median_depth_km--median_interevent_time_hours,rejected,estimable,0.214924638,0.214924638,1,0.4166666667,1,0.9166666667,0.1176643714,0.3113754461,0.1937110747,True,True,False,True,spearman::median_depth_km--median_interevent_time_hours,rejected,estimable,0.1904741929,0.1904741929,1,0.5833333333,1,0.75,0.09132181549,0.2844068942,0.1930850787,True,True,False,True,spearman::median_depth_km--median_interevent_time_hours,rejected,estimable,0.2680461562,0.2680461562,1,0.4166666667,1,0.5,0.1745672656,0.3597204486,0.185153183,True,True,False,True,spearman::median_depth_km--median_interevent_time_hours,candidate,estimable,0.5453375348,0.5453375348,1,0.5,1,0.5833333333,0.4667211583,0.6177515733,0.151030415,True,True,True,4,4,1,30d,1d|3d|7d|30d,1,True,False,False,False,single_scale,0.5453375348,0.5453375348,0,0.5453375348,0,0.5,0.5,0.5,0.151030415,False,independent_source,False,False
CGIE3_ID_03,median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,True,spearman::median_depth_km--spatial_dispersion_km,candidate,estimable,0.2688861285,0.2688861285,1,0.5,1,0.9166666667,0.1647488578,0.3608716752,0.1961228175,True,True,True,True,spearman::median_depth_km--spatial_dispersion_km,candidate,estimable,0.3355845205,0.3355845205,1,0.5833333333,1,0.8333333333,0.2459796714,0.4179533535,0.1719736821,True,True,True,True,spearman::median_depth_km--spatial_dispersion_km,eligible,estimable,0.5172865986,0.5172865986,1,0.8333333333,1,0.9166666667,0.4549612303,0.5804659932,0.1255047629,True,True,True,True,spearman::median_depth_km--spatial_dispersion_km,eligible,estimable,0.7668159829,0.7668159829,1,0.8333333333,1,0.9166666667,0.7257431456,0.8052807094,0.07953756379,True,True,True,4,4,4,1d|3d|7d|30d,1d|3d|7d|30d,1,True,False,False,False,multi_scale_4,0.2688861285,0.7668159829,0.4979298544,0.4721433076,0.2227342853,0.5,0.8333333333,0.6875,0.1487392225,True,independent_source,False,False
CGIE3_ID_03,median_depth_km--temporal_burstiness,median_depth_km,temporal_burstiness,False,,,,,,,,,,,,,,,False,True,spearman::median_depth_km--temporal_burstiness,rejected,estimable,-0.2502342405,0.2502342405,-1,0.4166666667,1,0.75,-0.3410431423,-0.1432717561,0.1977713862,True,True,False,True,spearman::median_depth_km--temporal_burstiness,rejected,estimable,-0.1824858294,0.1824858294,-1,0.5,1,0.5833333333,-0.2887182679,-0.07967526826,0.2090429996,True,True,False,True,spearman::median_depth_km--temporal_burstiness,rejected,estimable,-0.4632665345,0.4632665345,-1,0.4166666667,1,0.4166666667,-0.5377534244,-0.3798805055,0.1578729188,True,True,False,3,3,0,,3d|7d|30d,,False,False,False,False,scale_inconsistent,,,,,,,,,,False,independent_source,False,False
CGIE3_ID_03,median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,True,spearman::median_interevent_time_hours--spatial_dispersion_km,eligible,estimable,0.4993867358,0.4993867358,1,1,1,1,0.4139820696,0.5769166305,0.1629345609,True,True,True,True,spearman::median_interevent_time_hours--spatial_dispersion_km,candidate,estimable,0.3159157065,0.3159157065,1,0.6666666667,1,1,0.2213864379,0.4022511053,0.1808646674,True,True,True,True,spearman::median_interevent_time_hours--spatial_dispersion_km,candidate,estimable,0.3727351704,0.3727351704,1,0.5833333333,1,0.9166666667,0.2856961426,0.4561650319,0.1704688893,True,True,True,True,spearman::median_interevent_time_hours--spatial_dispersion_km,eligible,estimable,0.6227898219,0.6227898219,1,0.8333333333,1,0.9166666667,0.5434007459,0.684659386,0.1412586401,True,True,True,4,4,4,1d|3d|7d|30d,1d|3d|7d|30d,1,True,False,False,False,multi_scale_4,0.3159157065,0.6227898219,0.3068741154,0.4527068586,0.1368874423,0.5833333333,1,0.7708333333,0.1667017251,True,independent_source,False,False
CGIE3_ID_03,median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,False,,,,,,,,,,,,,,,False,True,spearman::median_interevent_time_hours--temporal_burstiness,eligible,estimable,-0.8153786569,0.8153786569,-1,1,1,1,-0.8596751536,-0.765818862,0.09385629168,True,True,True,True,spearman::median_interevent_time_hours--temporal_burstiness,eligible,estimable,-0.8975932607,0.8975932607,-1,1,1,1,-0.9155514197,-0.877333902,0.03821751769,True,True,True,True,spearman::median_interevent_time_hours--temporal_burstiness,eligible,estimable,-0.8710282538,0.8710282538,-1,0.8333333333,1,0.9166666667,-0.8921303778,-0.8439290059,0.04820137191,True,True,True,3,3,3,3d|7d|30d,3d|7d|30d,-1,True,False,False,False,multi_scale_3,-0.8975932607,-0.8153786569,0.0822146038,-0.8613333905,0.04195596562,0.8333333333,1,0.9444444444,0.04820137191,True,shared_temporal_source,True,False
CGIE3_ID_03,spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,False,,,,,,,,,,,,,,,False,True,spearman::spatial_dispersion_km--temporal_burstiness,candidate,estimable,-0.3260219094,0.3260219094,-1,0.6666666667,1,1,-0.4224052288,-0.2287500856,0.1936551432,True,True,True,True,spearman::spatial_dispersion_km--temporal_burstiness,eligible,estimable,-0.3687397992,0.3687397992,-1,0.75,1,0.8333333333,-0.4534029925,-0.2721797291,0.1812232634,True,True,True,True,spearman::spatial_dispersion_km--temporal_burstiness,candidate,estimable,-0.4276225484,0.4276225484,-1,0.5833333333,1,0.8333333333,-0.5192396185,-0.3177370241,0.2015025944,True,True,True,3,3,3,3d|7d|30d,3d|7d|30d,-1,True,False,False,False,multi_scale_3,-0.4276225484,-0.3260219094,0.101600639,-0.3741280857,0.05101419101,0.5833333333,0.75,0.6666666667,0.1936551432,True,independent_source,False,False
